690,1494,443,1637,1014
697,506,1800,1855,857
713,362,324,1715,416
724,826,1641,1329,389
752,361,1398,723,833
773,966,39,791,487
776,1523,1279,728,113
778,1525,1217,748,1594
781,1531,1228,1517,402
823,1539,505,1567,427
824,869,577,60,828
825,984,338,1519,606
834,1686,707,20,1428
835,1735,1407,1264,1593
836,1767,309,21,1581
848,1844,176,1790,1582
849,1838,195,320,1762
860,1842,199,1818,1526
861,193,175,32,1585
865,280,783,1367,1487
874,321,151,1273,1329
875,504,160,1822,1784
880,1330,169,966,956
881,1348,481,692,1309
882,1362,136,1835,1311
886,1366,137,408,1312
887,1371,30,1436,1264
959,1374,851,426,682
967,1355,852,753,722
974,1358,446,863,1672
986,1402,342,942,1680
991,1393,508,1360,1823
996,1394,268,1789,1830
1004,1395,498,353,1114
1011,1401,92,397,78
1015,1437,1631,398,398
1018,60,1711,453,315
1020,656,1869,495,1755
1073,1419,108,601,1737
1160,1081,447,1747,111
1211,1259,282,868,1369
1345,1778,1106,500,1363
1630,1687,631,1779,967
1700,1674,1461,484,851
1706,335,1413,902,1411
1720,399,1594,598,1340
1726,555,1025,959,1599
1780,689,1460,599,966
1797,346,1057,311,909
1806,1557,1062,1048,1531
22,397,1577,1364,410
224,398,1608,1687,1528
413,406,1075,512,1135
433,58,467,754,1128
434,545,724,1442,1129
460,106,793,724,1705
850,214,710,225,1529
863,683,1846,421,417
889,786,1165,1875,388
921,806,1572,226,227
964,1552,1724,590,926
973,463,1776,1600,1301
1000,1037,1799,1482,1316
1019,643,1327,1707,1306
1039,1654,1754,159,1307
1142,1699,1805,1765,1279
1491,1464,1854,443,1355
1535,1434,1250,508,1358
1555,1289,1121,702,1405
1557,1290,767,196,874
1561,1715,1582,886,333
1564,1546,697,362,50
1573,1628,319,1251,257
1578,872,409,1051,383
1671,1207,564,1481,399
55,1521,1624,1255,1801
288,1161,366,1808,1451
289,1162,849,351,1356
291,1638,639,1484,1410
294,1611,704,1485,1224
297,1804,705,1817,710
298,177,1253,1370,1239
299,196,84,1446,1240
304,25,1233,1794,1119
318,295,1319,1500,1127
319,27,362,668,1571
320,29,60,1555,1733
327,1791,1207,1369,1618
330,1807,1807,1710,1685
339,1808,493,789,1446
359,1817,1675,656,1238
360,1818,1698,1253,1716
362,1822,38,1556,965
369,45,41,755,990
370,67,1875,413,899
374,1678,434,1474,1555
375,1707,1801,1307,253
390,1575,1666,1320,397
391,724,1709,572,1640
404,1648,1868,1736,1715
429,1798,1853,378,876
451,1841,1755,1134,1357
519,1512,394,1694,1142
565,371,250,333,1485
571,1603,15,1809,1395
573,1835,1623,442,1366
583,71,1596,815,129
591,466,1340,790,56
621,1732,815,652,377
639,1839,3,489,256
641,1821,333,1428,183
648,1857,78,606,54
654,1858,1037,1453,647
655,1860,433,1523,1449
658,1872,460,501,1376
659,1862,119,1250,1218
668,1863,1883,148,1034
669,1864,1513,1711,1162
670,1865,763,440,1161
671,1866,673,1611,72
717,507,1752,1820,1817
722,23,181,1019,1226
723,1749,461,277,175
725,1819,59,1128,1558
726,980,674,505,1561
728,793,384,937,1807
729,976,1125,1129,1430
733,1439,1127,1714,1503
734,910,1130,739,972
739,912,1122,439,1505
740,1392,318,730,248
743,496,327,911,1650
744,1312,1373,1833,353
757,1508,1436,850,419
758,1744,1692,577,634
769,303,1378,474,1622
772,433,1493,433,1518
788,460,323,34,991
883,1126,550,460,978
1199,1425,562,1267,556
1224,1260,755,655,239
1352,408,848,1238,480
1353,570,10,264,1195
1356,353,4,950,1196
1367,421,164,1561,1183
1449,439,668,360,486
1450,1278,1508,246,1206
1451,272,570,1584,1015
1524,457,1616,285,1655
1657,93,567,1053,1794
1800,85,1325,1499,1861
227,86,1411,1719,1530
673,120,1128,1241,1612
761,293,1129,1336,1513
762,351,1213,1515,1584
765,790,1430,1356,1574
766,271,1870,420,1523
767,159,1652,864,989
774,224,773,591,1795
791,64,291,1720,1833
816,261,1558,1451,1028
826,187,138,1777,783
899,962,661,832,1501
981,1837,492,256,332
983,524,438,520,1778
989,1503,900,521,1000
995,206,385,553,1197
1438,1576,832,990,422
1473,1431,813,1535,1314
1558,1861,664,1674,1030
1588,1405,369,532,1643
1687,710,429,332,1602
1741,1285,1397,813,1619
1757,105,1422,561,1627
1758,621,442,1420,665
1759,924,34,667,1867
1763,1760,1681,1805,1656
1766,1020,608,1168,1549
1768,921,1034,564,1703
1796,1039,874,622,1808
1850,970,1308,1507,1803
1856,268,1388,200,1832
1882,1571,1389,1007,1710
215,1618,1391,740,1772
228,1006,863,445,1676
229,1710,1335,1220,932
230,1803,334,805,1003
231,1695,387,54,936
232,972,473,134,265
240,897,656,1801,1791
241,312,397,288,1711
242,983,398,1211,431
325,871,463,263,303
405,584,1818,1,1288
410,1616,1822,1073,1380
411,1547,1678,24,76
412,652,1707,145,440
435,653,224,224,641
436,1237,1566,373,1171
437,1254,922,704,1182
441,420,569,401,1362
461,493,246,705,1420
462,274,1765,576,1732
478,981,1486,1832,1698
480,211,1836,900,1713
482,225,1855,1182,1278
489,226,1048,446,1254
490,440,730,1289,1586
494,1286,1099,424,294
495,1269,1118,1218,917
500,595,1064,1490,1780
501,596,519,1262,1673
551,602,437,1497,959
575,174,462,1642,1576
592,116,296,1308,1759
593,497,760,141,1758
635,779,685,1405,1740
636,1363,686,142,1804
640,1566,904,979,879
650,5,1717,1056,1536
719,1635,1708,1388,1850
720,1757,1727,1475,84
727,895,180,1525,83
751,917,265,1180,886
759,498,667,1389,1393
763,119,907,223,1588
870,922,963,1391,1886
888,1701,1649,653,1024
903,1877,1774,1751,52
916,1613,1546,308,1
941,1663,1628,618,505
960,1738,45,1804,996
1036,140,1803,1027,519
1089,133,1661,329,463
1094,1740,1725,555,329
1096,1751,1775,52,677
1097,1846,1679,430,60
1100,1165,1343,403,656
1102,785,1650,1230,162
1103,1036,243,1554,1675
1104,1753,902,971,937
1120,1883,860,325,1657
1137,1542,865,689,1805
1140,1621,1468,1121,921
1201,1781,1143,179,1039
1203,1787,298,1476,792
1220,1871,374,977,825
1238,1873,1567,185,165
1241,1876,868,345,1766
1262,1777,495,567,1768
1334,1661,500,96,1516
1350,887,1427,1843,1846
1368,1229,1443,107,1754
1381,964,520,478,1687
1404,1882,521,1738,1763
1424,1820,532,425,1620
1516,1370,805,1489,1753
1567,706,1247,480,1883
1637,711,1239,482,1756
1685,1722,1238,888,1752
1704,1771,1639,1862,1611
1754,1572,1644,1259,1603
1846,1724,1356,323,1610
51,1725,1451,227,1616
59,1770,1794,346,1661
214,1775,1355,1097,1777
258,1776,1358,1607,979
269,1799,806,1100,648
361,1637,1663,583,1423
430,1788,140,207,1435
483,1675,1751,400,626
674,1847,70,1102,583
867,1713,285,973,533
868,512,861,1621,961
876,590,1381,247,1884
901,1327,329,627,263
909,1324,1442,720,1300
966,242,618,1201,51
1126,348,1315,1647,430
1131,1790,198,178,1282
1132,1602,202,1419,1077
1133,856,255,1528,1035
1138,1679,218,1564,1820
1144,1600,1049,1704,1040
1145,1764,341,734,1557
1146,1604,1619,1315,1462
1148,985,1626,1532,907
1149,1513,1627,1732,1140
1150,1584,1645,1155,255
1151,975,990,700,1032
1152,1612,316,1240,575
1153,77,879,1873,906
1154,128,1655,316,193
1155,569,1808,1846,1492
1157,878,1817,385,182
1158,1310,1648,1709,1577
1164,1527,466,406,1124
1168,1563,5,831,649
1169,1689,1635,664,997
1170,1574,396,797,1017
1171,1528,748,1187,621
1172,320,1240,1650,1094
1173,763,1459,1427,1827
1174,645,251,392,1826
1175,1360,1276,212,587
1176,1375,1448,415,714
1177,413,81,1440,278
1178,1698,930,1651,1049
1179,38,931,1150,725
1182,41,947,1198,282
1183,12,1562,434,814
1188,16,1688,1151,768
1189,17,1684,1402,872
1195,37,1435,1154,560
1196,91,422,1357,1453
1197,273,1565,257,1289
1198,139,1738,1867,802
1202,189,1739,644,277
1205,1559,801,1160,9
1223,1570,776,1443,853
1230,604,1524,1099,1203
1248,1305,1060,1392,1334
1253,1506,1077,43,1290
1257,989,416,715,302
1265,1473,1588,44,1578
1303,1610,1763,582,1491
1369,753,370,673,1059
1425,754,264,1118,950
1433,1181,812,1216,624
1456,1441,1059,84,1091
1733,1218,489,1382,1741
234,1445,501,177,1811
235,1311,1221,180,53
237,345,1220,816,93
244,425,1230,948,752
251,951,1019,1290,1073
255,954,118,90,713
290,1046,253,1205,1098
296,946,280,1089,477
332,958,272,265,637
333,75,1503,654,1690
340,414,1621,114,1291
423,567,1873,50,1011
475,1367,1820,154,688
477,673,1770,630,1084
487,791,91,1787,1812
488,1424,1424,533,1552
502,1303,1302,155,1165
514,1369,178,717,1294
515,1412,1741,763,1298
516,1,258,1744,755
